119.27;248.00;27.22;64.80;196.14;372.22;117.04;149.51;10.16;158.91
232.12;183.26;381.28;59.26;339.91;572.62;822.74;21.79;302.03;463.73
590.09;693.95;936.99;666.78;317.74;169.50;291.60;211.37;750.53;40.47
709.47;826.68;953.78;258.95;460.90;43.73;903.20;78.63;589.65;320.28
217.81;228.12;135.32;834.17;550.62;271.35;645.18;467.90;406.45;803.43
614.65;765.76;200.87;945.15;300.69;694.41;681.05;712.20;957.51;419.87
970.47;805.66;281.57;95.94;849.56;504.40;946.75;169.97;738.09;588.65
357.89;698.08;956.74;404.28;231.53;460.60;890.55;794.03;201.92;634.43
0;0;0;0;0;0;0;0;0;0
