13;10;9;11;16;7;9;13;10;21
8;6;12;8;12;11;2;11;3;6
1;0;1;0;0;0;5;6;0;5
0;1;0;3;4;2;2;0;0;0
0;3;0;0;1;0;2;1;0;0
0;4;1;0;1;0;0;0;0;1
0;0;1;0;0;0;0;0;0;3
0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
